industry_slug,industry_name,industry_description,industry_sort_order,industry_function_slug,industry_function_name,industry_function_description,industry_function_sort_order,vendor_slug,vendor_name,vendor_logo_url,vendor_logo_asset,vendor_summary,vendor_sort_order,product_slug,product_name,product_family,integration_status,integration_type,integration_api_url,product_summary,product_sort_order,is_visible,internal_notes,asset_data_available,telemetry_data_available,writeback_supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,comos-web-rest-api,COMOS Web REST API,COMOS,built,OpenAPI,https://developer.siemens.com/comos/comos-rest-apispec.json,"REST-style, HTTP-based API used to interact with COMOS data and to access COMOS features.",10,TRUE,source_key=siemens-developer-portal; source_product_line_slug=comos; source_product_line_name=COMOS; scraped_source=https://developer.siemens.com/comos/overview.html; integration_api_url=https://developer.siemens.com/comos/comos-rest-apispec.json; tags=comos,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,message-broker-developer-documentation,Message Broker - Developer Documentation,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/messagebroker-v3-0-2.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,710,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/core-messagebroker/api-messagebroker-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/messagebroker-v3-0-2.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,oauth-authorization-server-api,OAuth Authorization Server (API),Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/oauthauthorizationserver-v3-1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,720,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/core-oauthauthorizationserver/api-oauthauthorizationserver-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/oauthauthorizationserver-v3-1.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,tenant-management-service,Tenant Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/tenantmanagement-v4-7-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,730,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/core-tenantmanagement/api-tenantmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/tenantmanagement-v4-7-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,token-management-service,Token Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/tokenmanager-v3-5-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,740,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/exchange-tokenmanager/api-tokenmanager-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/tokenmanager-v3-5-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,usage-transparency-service,Usage Transparency Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/usagetransparency-v3-2-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,750,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/core-usagetransparency/api-usagetransparency-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/usagetransparency-v3-2-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,iot-file-service,IoT File Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/iotfile-v3-6-0-eu1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,760,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/iot-iotfile/api-iotfile-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/iotfile-v3-6-0-eu1.yaml; tags=,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,iot-time-series-service,IoT Time Series Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/iottimeseries-v3-7-1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,770,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/iot-iottimeseries/api-iottimeseries-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/iottimeseries-v3-7-1.yaml; tags=,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,notification-for-new-arrival-of-timeseries-data,Notification for New Arrival of Timeseries Data,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/iottimeseries-async-v3-0-1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,780,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/iot-iottimeseries/api-subscription-notification-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/iottimeseries-async-v3-0-1.yaml; tags=,Not Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,iot-time-series-bulk-service,IoT Time Series Bulk Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/iottsbulk-v3-8-1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,800,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/iot-iottsbulk/api-iottsbulk-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/iottsbulk-v3-8-1.yaml; tags=,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,integrated-data-lake-service,Integrated Data Lake Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/integrated-data-lake-v3-11-0-eu1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,810,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/iot-integrated-data-lake/api-integrated-data-lake-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/integrated-data-lake-v3-11-0-eu1.yaml; tags=,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,agent-management-service,Agent Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/agentmanagement-v3-5-2.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,820,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/connectivity-agentmanagement/api-agentmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/agentmanagement-v3-5-2.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,mindconnect-api,MindConnect API,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/mindconnect-v3-6-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,840,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/connectivity-mindconnect/api-mindconnect-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/mindconnect-v3-6-0.yaml; tags=,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,mindconnect-mqtt-api,MindConnect MQTT API,Insights Hub,built,MQTT API,https://developer.siemens.com/insights-hub/api_specs/mindconnect-mqtt-v3-0-0-rancher.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,860,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/connectivity-mindconnect-mqtt/api-mindconnect-mqtt-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/mindconnect-mqtt-v3-0-0-rancher.yaml; tags=,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,asset-management-service,Asset Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/assetmanagement-v3-18-4.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,900,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-assetmanagement/api-assetmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/assetmanagement-v3-18-4.yaml; tags=,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,event-management,Event Management,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/eventmanagement-v3-16-3.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,920,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-eventmanagement/api-eventmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/eventmanagement-v3-16-3.yaml; tags=,Not Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,notification-service,Notification Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/notification-v4-4-2.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,940,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-notification/api-notification-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/notification-v4-4-2.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,case-management-service,Case Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/cases-v3-5-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,950,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-casemanagement/api-casemanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/cases-v3-5-0.yaml; tags=,Not Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,visual-flow-creator-service,Visual Flow Creator Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/visual-flow-creator-v3-0-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,960,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-visual-flow-creator/api-visual-flow-creator-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/visual-flow-creator-v3-0-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,rules-management-service,Rules Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/rulesmanagement-v4-0-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,970,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-rulesmanagement/api-rulesmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/rulesmanagement-v4-0-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,data-exchange-service,Data Exchange Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/dataexchange-v3-0-1.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,980,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/analytics-dataexchange/api-dataexchange-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/dataexchange-v3-0-1.yaml; tags=,Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,job-manager-service,Job Manager Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/jobmanager-v3-2-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,990,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/analytics-jobmanager/api-jobmanager-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/jobmanager-v3-2-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,model-management-service,Model Management Service,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/modelmanagement-v3-2-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,1000,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/analytics-modelmanagement/api-modelmanagement-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/modelmanagement-v3-2-0.yaml; tags=,Not Supported,Not Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,opcenter-intelligence-service,Opcenter Intelligence Service -,Insights Hub,built,OpenAPI,https://developer.siemens.com/insights-hub/api_specs/ocin-proxy-app-v1-0-0.yaml,Insights Hub drives smart manufacturing through the industrial Internet of Things. Gain actionable insights with asset and operational data and improve your processes.,1010,TRUE,source_key=siemens-developer-portal; source_product_line_slug=insights-hub; source_product_line_name=Insights Hub; scraped_source=https://developer.siemens.com/insights-hub/docs/apis/advanced-opcenter-intelligence/api-opcenter-intelligence-overview.html; integration_api_url=https://developer.siemens.com/insights-hub/api_specs/ocin-proxy-app-v1-0-0.yaml; tags=,Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,optimize-my-plant,Optimize my plant,Optimize My Plant,built,OpenAPI,https://developer.siemens.com/optimize-my-plant/Optimize%20my%20plant%20collection%20-%20SaaS.json,"Optimize my plant is a Mendix app that can be deployed on Xcelerator as a Siemens operated SaaS offering, or customer can use the Optimize my plant Starter Kit to extend the Optimize my plant app and deploy and operate himself.",1030,TRUE,source_key=siemens-developer-portal; source_product_line_slug=optimize-my-plant; source_product_line_name=Optimize My Plant; scraped_source=https://developer.siemens.com/optimize-my-plant/home.html; integration_api_url=https://developer.siemens.com/optimize-my-plant/Optimize%20my%20plant%20collection%20-%20SaaS.json; tags=optimize-my-plant,Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,ot-companion-asset-management-api,OT Companion Asset Management API,OT Companion,built,REST API,https://developer.siemens.com/otc/asset-mgt-api/asset-management.yml,"OT Companion® enables continuous OT asset inventory monitoring and patch management for power system operators in utilities, industries and infrastructure verticals.",1040,TRUE,source_key=siemens-developer-portal; source_product_line_slug=otc; source_product_line_name=OT Companion; scraped_source=https://developer.siemens.com/otc/asset-mgt-api/overview.html; integration_api_url=https://developer.siemens.com/otc/asset-mgt-api/asset-management.yml; tags=ot-companion,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,maintenance-cmms,Maintenance,"Asset uptime, maintenance planning, and work-order execution systems.",60,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,ot-companion-protection-settings-api,OT Companion Protection Settings API,OT Companion,built,REST API,https://developer.siemens.com/otc/protection-setting-api/protection-settings.yml,"OT Companion® enables continuous OT asset inventory monitoring and patch management for power system operators in utilities, industries and infrastructure verticals.",1050,TRUE,source_key=siemens-developer-portal; source_product_line_slug=otc; source_product_line_name=OT Companion; scraped_source=https://developer.siemens.com/otc/protection-setting-api/overview.html; integration_api_url=https://developer.siemens.com/otc/protection-setting-api/protection-settings.yml; tags=ot-companion,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,polarion-rest-api,Polarion REST API,Polarion,built,OpenAPI,https://developer.siemens.com/polarion/polarion-rest-apispec.json,The Polarion REST API gives external applications an integration layer with Polarion that gives you greater control over the information you use in both Polarion and the applications you use daily.,1060,TRUE,source_key=siemens-developer-portal; source_product_line_slug=polarion; source_product_line_name=Polarion; scraped_source=https://developer.siemens.com/polarion/overview.html; integration_api_url=https://developer.siemens.com/polarion/polarion-rest-apispec.json; tags=polarion,Supported,Not Supported,Supported
transportation,Transportation,"Fleet, rail, and charging infrastructure APIs for real-time asset operations.",30,visibility,Visibility,Shipment and asset tracking systems used across transportation workflows.,20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,train-api,Train API,Railigent X,built,REST API,https://developer.siemens.com/railigent-x/Train-API/train-api-v1.yml,One key to advancing sustainable transportation is to digitally increase the capacity of rail systems - with less resources.,1080,TRUE,source_key=siemens-developer-portal; source_product_line_slug=railigent-x; source_product_line_name=Railigent X; scraped_source=https://developer.siemens.com/railigent-x/Train-API/index.html; integration_api_url=https://developer.siemens.com/railigent-x/Train-API/train-api-v1.yml; tags=railigent-x,Supported,Supported,Not Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,sigreen-procurement-api,SiGREEN Procurement API,SiGREEN,built,OpenAPI,https://developer.siemens.com/sigreen/procurement-api/api_specs/openapi-spec-v1.16.0.yaml,"SiGREEN offers a suite of powerful APIs designed to revolutionize your PCF management practices. With SiGREEN API, you can easily connect your Enterprise Resource Planning (ERP) and Product Lifecycle Management (PLM) systems to SiGREEN.",1130,TRUE,"source_key=siemens-developer-portal; source_product_line_slug=sigreen; source_product_line_name=SiGREEN; scraped_source=https://developer.siemens.com/sigreen/procurement-api/api-procurement.html; integration_api_url=https://developer.siemens.com/sigreen/procurement-api/api_specs/openapi-spec-v1.16.0.yaml; tags=api,sigreen",Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,sigreen-product-api,SiGREEN Product API,SiGREEN,built,OpenAPI,https://developer.siemens.com/sigreen/product-api/api_specs/openapi-spec-v2-1.16.0.yaml,"SiGREEN offers a suite of powerful APIs designed to revolutionize your PCF management practices. With SiGREEN API, you can easily connect your Enterprise Resource Planning (ERP) and Product Lifecycle Management (PLM) systems to SiGREEN.",1140,TRUE,"source_key=siemens-developer-portal; source_product_line_slug=sigreen; source_product_line_name=SiGREEN; scraped_source=https://developer.siemens.com/sigreen/product-api/api-product.html; integration_api_url=https://developer.siemens.com/sigreen/product-api/api_specs/openapi-spec-v2-1.16.0.yaml; tags=api,sigreen",Supported,Not Supported,Supported
